frame_index,timestamp_sec,luggage_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,abandon_duration_sec,closest_person_dist_px
826,27.53,27,197.51864624023438,470.67218017578125,284.09423828125,555.1104736328125,4.0,inf
